Cycle_Group,Discharge Time (s)_mean,Discharge Time (s)_std,Discharge Time (s)_min,Discharge Time (s)_max,Discharge Time (s)_skew,Discharge Time (s)_kurtosis,Decrement 3.6-3.4V (s)_mean,Decrement 3.6-3.4V (s)_std,Decrement 3.6-3.4V (s)_min,Decrement 3.6-3.4V (s)_max,Decrement 3.6-3.4V (s)_skew,Decrement 3.6-3.4V (s)_kurtosis,Max. Voltage Dischar. (V)_mean,Max. Voltage Dischar. (V)_std,Max. Voltage Dischar. (V)_min,Max. Voltage Dischar. (V)_max,Max. Voltage Dischar. (V)_skew,Max. Voltage Dischar. (V)_kurtosis,Min. Voltage Charg. (V)_mean,Min. Voltage Charg. (V)_std,Min. Voltage Charg. (V)_min,Min. Voltage Charg. (V)_max,Min. Voltage Charg. (V)_skew,Min. Voltage Charg. (V)_kurtosis,Time at 4.15V (s)_mean,Time at 4.15V (s)_std,Time at 4.15V (s)_min,Time at 4.15V (s)_max,Time at 4.15V (s)_skew,Time at 4.15V (s)_kurtosis,Time constant current (s)_mean,Time constant current (s)_std,Time constant current (s)_min,Time constant current (s)_max,Time constant current (s)_skew,Time constant current (s)_kurtosis,Charging time (s)_mean,Charging time (s)_std,Charging time (s)_min,Charging time (s)_max,Charging time (s)_skew,Charging time (s)_kurtosis,Total time (s)_mean,Total time (s)_std,Total time (s)_min,Total time (s)_max,Total time (s)_skew,Total time (s)_kurtosis,RUL,Battery_ID
13,5195.7362,26348.55763922029,1428,187781.88,6.857137545869701,45.02036061493199,3910.405508428663,24651.075326002683,398.7428571432829,174733.62700000033,6.857140941716679,45.02039101637757,3.9010200000000004,0.049201995,3.865,4.238,6.6059418308776765,42.82978825,3.5852599999999994,0.066259481,3.338,3.877,1.3958771443438491,10.733690119788314,3733.917032375217,7423.7005429807705,2408.344000000506,55169.984,6.854013461132747,44.992240566393995,4779.5634,8828.170047405325,3320.22,65945.83,6.853729029092814,44.989575222079424,9336.4728,8175.4593642047685,8023.49,65945.83,6.841006934066714,44.87253699318309,15247.596800000063,28333.473061785928,9486.490000000224,202332.5500000008,6.025450468127142,36.71916327134625,409,4
14,1382.5188,23.282629562550262,1334.81,1444.63,0.3083869631853786,-0.41532872,383.35170564282686,7.073027778036913,373,402.51428571529686,0.46608608520830963,-0.451933334,3.87598,0.005501354,3.858,3.889,-0.71046744,0.8719102578005904,3.6278800000000007,0.064786507,3.601,3.901,3.477654144,10.879388716369412,2412.311562857286,106.04973863014119,2086.375,2636.351000001654,-0.867357943,1.9204451325343044,3223.0571999999997,95.36142926781247,2960.31,3464.35,-0.195321625,0.9202247634018361,7998.536,104.77369984682147,7877.81,8409.22,2.535809662853479,6.756349593046222,11124.01980000004,8622.671695224954,9241.689999999478,52983.80999999866,4.6941735643137905,20.037631434762286,359,4
15,5064.258000000001,26455.93621196319,1280.5,188394.5,6.857137877589233,45.020363585070655,3808.2596961905906,24346.207657610736,356.5,172518.8674999997,6.857142374653104,45.02040384380855,3.871920000000001,0.052452443,3.847,4.233,6.715039868001104,43.769480007153035,3.624880000000001,0.069567363,3.35,3.902,0.1375213969571799,9.376742816018629,3279.6136485716006,7281.187864096956,1925.3129999991504,53729.984,6.854732016,44.99878653755606,4271.6318,8680.973518069224,2800,64418.91,6.854032978157833,44.99234285276819,9164.6378,7992.174506,7796.31,64418.91,6.809516667582989,44.57605369002033,14973.94000000006,28458.43006325204,9105.62,202947.58000000007,6.029891556036795,36.77010148136123,309,4
16,1270.1978,17.479147026543085,1229.69,1299.26,-0.345427904,-0.660965204,349.1833577777717,5.766820269973533,336,364.7959999982268,0.038637115510820004,-0.159168361,3.85238,0.004179103,3.841,3.86,-0.691249506,0.29841160923633314,3.6517599999999995,0.062431533,3.631,3.917,3.525188910502145,11.246416813713186,2087.408865705823,88.84699320594983,1778.343999998644,2192.3519999980927,-1.653330497,2.997735456282739,2948.9764,689.1038913579973,2632,7696.12,6.730899004601942,43.902313994365834,7917.889,166.42905965900172,7714.31,8725.31,2.9243989079358212,10.148833624443121,10930.741599999985,8610.613734533586,9001.820000000298,52694.61000000127,4.692195916886599,20.025600266058195,259,4
17,1212.4546666666668,16.362935194573694,1184.26,1239.12,-0.139235184,-1.076564087,332.42402592578696,5.022688531438152,324,345.625,0.098101438,-0.481763406,3.8401777777777784,0.00431324,3.832,3.848,-0.155481347,-0.96065467,3.6532444444444447,0.046682270118690083,3.638,3.922,4.977630961220862,24.352004897150334,1933.3360571426235,66.10408834452629,1694.188000002876,2013.964285714552,-1.706952263,4.000707581751977,2671.8115555555564,55.95437049123784,2541,2744.38,-0.324238076,-0.885508298,7803.660222222223,121.6593280152874,7451.39,8291.5,1.6542334658997817,7.562213964,9990.946444444453,6513.480574033078,8677.569999998435,52708.31000000052,6.479915676738949,40.000932074778504,209,4
18,4877.9162,26324.837297832066,1104.06,187299.68,6.857136786803753,45.020353820416624,2041.363836762147,12200.272274339766,300,86584.9255,6.857139850989183,45.020381251133976,3.83296,0.056530273630460114,3.794,4.221,6.6537104195322385,43.24049181312613,3.6631799999999997,0.064038155,3.361,3.931,-0.297998136,14.456103926765792,2798.5788342886103,7060.966778727098,1484.3600000012666,51719.995999999344,6.853400743143856,44.98674584230498,3724.7612,8491.644631953834,2289,62554.59,6.852005248,44.97389164,8951.603,7762.429408475434,7291.47,62554.59,6.785612532753905,44.35360125274818,14611.848600000008,28370.246305137593,8445.439999999478,201851.0300000012,6.0176680957575135,36.64588983792769,159,4
19,1283.2459999999999,1447.8987404779214,1031,11315,6.8535686948775405,44.988442685102875,120.35129753979021,1204.1704590956215,-8223.895833,307.18700000084937,-6.856556485,45.01515689375569,3.807559999999999,0.007337797,3.795,3.817,-0.416864421,-1.219292744,3.6874200000000004,0.057512408598989706,3.665,3.94,3.658826846019467,12.476308750599225,1575.0028092857451,91.90155602250535,1323.3120000008494,1688.3120000008494,-0.983692495,0.3150839278430144,2423.7382000000002,1169.4885743806553,2096.31,10505.88,6.7989792493244146,44.501874740337136,7839.132799999999,1449.7248572747046,7453.88,17776,6.633999153628884,42.96802391245813,10660.831199999899,8781.808686721175,8500.429999999702,52665.18999999948,4.517755614633388,18.81819677,109,4
20,4736.079000000001,26299.211074006304,992.81,186980.29,6.857140058104832,45.020383105507634,3590.957026380785,23498.381572092483,254.40599999949336,166426.42899999954,6.857142251736665,45.02040274349484,3.80048,0.060039524396816445,3.768,4.215,6.776963084414713,44.31909274493759,3.6901599999999997,0.060925636,3.396,3.952,-0.427492414,15.903070366081248,2422.0467057143455,6916.525144067894,1085.3440000005066,50339.995999999344,6.852198984001528,44.97588543,3378.1921999999995,8331.310953917302,1841,60878.97,6.775741456232516,44.25341279989224,8686.0756,7566.247474921485,7182,60878.97,6.765509618494517,44.15403556810321,14238.120600000024,28386.652207527444,8207.189999999478,201531.02999999933,6.013184091202651,36.60122471343264,59,4
21,961.9744000000001,15.348811050145258,939.06,993.62,0.32708317267129655,-0.967635194,245.49151201937383,6.865872783543136,225.625,258.17142857052386,-0.106627802,-0.083025169,3.7809399999999993,0.004786929,3.765,3.79,-0.467761022,1.345969040719841,3.71062,0.055697393043451636,3.689,3.96,3.8053558557133456,13.594569659555855,1288.5208224998855,103.53241128692297,910.375,1389.9176250007004,-2.554641889,5.987035207757582,1905.636,78.74490436380825,1638,2024.41,-1.533851032,3.0046205932403787,7399.273800000001,196.74125161049807,7210.44,8064.56,2.512528821481773,5.4782881905381835,10103.998800000023,8685.214960245732,8176.179999999702,52235.91000000015,4.692611028284364,20.028138891816774,9,4
22,106298.81444444443,316110.9022112435,914.06,949261.22,2.474873730290269,4.1249999890748095,18173.429975878862,53829.37367868745,211.90050000324845,161718.42499999888,2.474873637562921,4.124999726822265,3.8208888888888897,0.14566266203496034,3.758,4.209,2.4668362501570416,4.102776053626063,3.664333333333334,0.15335824073065005,3.267,3.81,-2.180231195,3.4540252017048987,6493.151444444433,15891.866377445962,847.375,48869.987999999896,2.4745404046618487,4.124063034477472,98844.46888888889,291133.6010730695,1561,875200.7,2.4748732617123537,4.124998664,103798.15999999999,289276.0739372496,7200.69,875200.7,2.4748697285581267,4.124988662999133,117681.0766666666,312237.7535704286,8137,949411.8099999988,2.464773266313625,4.0954445069894145,0,4
0,13010.126041666665,61115.934632110395,2193.59,423018.97,6.5004867145183995,41.02696330840966,966.876591,458.35894193032544,811.2189999998081,3960,5.989937731444015,36.527160429400205,4.046479166666667,0.10227933997892641,3.66,4.286,-1.083342139,6.317301148196572,3.3882708333333333,0.11805223142309354,3.123,3.903,2.042076998747433,7.362360547688937,9543.055276,31074.866243631936,1940.3519999999555,220326.3670000001,6.707336524412671,43.00001208442469,16975.186041666668,62571.507475220555,2913.34,429677.93,6.229155432339689,38.21905676,19828.38688,62070.931615451605,5940,429677.93,6.244847208230729,38.39089156909884,24257.84833333334,66279.97306311477,8426.650000000023,462101.21,6.236488139806914,38.43625850886445,1085,5
1,6228.937800000001,28807.313467744592,2124,205853.38,6.857136903056606,45.02035485923282,826.5593600000121,325.6574966939344,751.1999999999534,3080.0100000000093,6.826410754986523,44.74553446261841,4.0137599999999996,0.039877138,3.998,4.271,5.5527210343765985,33.097424494644784,3.4125799999999993,0.085340875,3.17,3.731,2.4343432862281746,9.027751071336002,6227.3211400000055,9361.904036739272,4796.343999999808,71099.99900000007,6.856480462753489,45.01447256547099,7389.401400000002,10830.63724605551,5732.34,82440,6.8566041235575685,45.015581294855004,10565.1446,10372.423510922981,8972.34,82440,6.856437194,45.01407577280507,17185.799199999998,30493.726032417857,11140.069999999832,220127.24,6.143677643404952,37.94461260423177,1035,5
2,6110.2634,28398.322961957587,2052,202900.55,6.857137253645594,45.020357999555756,771.9646599999832,295.8640280244329,706.3999999999069,2820,6.8341812254374625,44.81511350138595,4.00044,0.039198688,3.99,4.271,6.774310578107324,44.26673042361436,3.4379399999999998,0.085464018,3.229,3.763,2.822200196783772,9.474600613798428,6001.573940000031,9160.771980429312,4586.343000000343,69480.00200000033,6.856305618362474,45.012904535715236,7161.481400000001,10625.478577382975,5516.34,80789.99,6.856473803537167,45.014412142941964,10419.2742,10155.406407779643,8864.22,80789.99,6.856335109817223,45.013155688029606,16957.1956,30115.961746308873,10963.620000000112,217165.69,6.12697487,37.77184020101513,985,5
3,2029.8302,21.311051314340382,1992,2064,-0.142617115,-1.076813195,686.9796666667161,12.812167874799067,664,704.9920000000857,-0.28306856,-1.244184835,3.9880199999999992,0.003216602,3.984,4.002,2.568555144186792,7.627228095559921,3.4698400000000005,0.091111136,3.433,3.779,3.071850100438334,7.4980798619714975,4488.812379999959,68.46677615835658,4376.311999999918,4592.353000000119,-0.059444827,-1.330999525,5434.091600000001,67.64942425083446,5300.31,5552.32,-0.084481687,-1.236042125,8874.7154,46.55994539454338,8792.22,8972.35,-0.019460576,-0.902291697,12664.019400000005,8503.778212668713,10819.820000000298,53918.93000000017,4.694186056645755,20.03765824,935,5
4,5940.6698,28055.007769276068,1932,200351.9,6.857136800224805,45.02035394,691.5757766667101,307.35519511353453,627.2000000001863,2820,6.842666052057172,44.89097391151718,3.98538,0.040928454250642496,3.973,4.268,6.783157585991972,44.34749550158728,3.4790600000000005,0.08273178,3.274,3.788,2.8054264623925658,9.47571338,5562.901400000061,8864.903004614363,4190.25,66990.016,6.855914531716334,45.009387068250916,6705.947000000001,10327.731162522176,5120.25,78270.02,6.856111642,45.01115272,10185.153400000001,9825.803787991319,8684.25,78270.02,6.855739791972538,45.00778458072093,16604.16119999999,29811.088111286528,10647.089999999853,214608.1200000001,6.113326481079239,37.63061188225841,885,5
5,1908.8912,19.133638786819656,1871.97,1932,-0.339116879,-1.063436301,610.8116016666684,12.528509653436185,588,627.5999999996275,-0.260555381,-1.294054523,3.9722799999999996,0.003188244,3.967,3.984,1.1962258835126982,2.644308826266071,3.5041599999999993,0.085888955,3.472,3.796,3.078362032182615,7.522435924017506,4084.742700000008,61.12565254454754,3986.3439999995753,4184.281000000425,0.006485534,-1.278275775,5013.5217999999995,61.38236154579565,4904.34,5120.34,-0.154027143,-1.0441598,8683.5074,51.213793375198804,8576.31,8792,-0.117752276,-0.904786063,12348.836799999997,8505.792681016552,10510.75,53636,4.694206614933763,20.03781923018874,835,5
6,5729.856400000001,27824.78629,12,198528.87,6.855252011059773,45.003585106935645,-644.8545511,8556.883822667885,-59936.27933,612.7999999998137,-6.855433994,45.00502215394217,3.9373400000000003,0.18454495719062552,3.066,4.265,-4.220177178,17.906693507063164,3.506,0.079954834,3.282,3.8,2.501641002987325,9.151778477320208,5045.308922380027,8632.184329444233,92.14628568012267,64619.998,6.7670291356630665,44.248245952593116,6132.710200000001,10102.379550608106,5.98,75809.98,6.752881212382703,44.130447954633375,9639.433799999999,9701.764986993692,5.98,75809.98,6.4993528883572305,42.10502088026383,15895.777600000016,29753.572369172398,37.52999999932945,212791.78000000023,6.045632109303999,37.046600083527515,785,5
7,7535.816764705883,33442.94066001281,1759.19,196804.51,5.570478614278776,29.030257150619768,6070.887607843124,32187.300379902754,530,188233.3916666676,5.570483079497727,29.030289279412784,3.9674411764705884,0.051972132,3.953,4.261,5.535960567857264,28.78122778757131,3.5518529411764703,0.17456320073742168,3.291,4.379,3.433596070104696,13.312365194953088,5377.580465686355,10219.394148975281,-113.584,63089.98100000061,5.531060610746101,28.75935362198657,6570.102941,11985.675516491652,5.98,74249.98,5.529021792,28.745822601753268,10203.943823529411,11410.690303487743,5.98,74249.98,5.413744306255525,28.006888259729532,18535.165000000008,35579.90130748502,1804.1900000004096,211055.3200000003,4.916052222387267,23.82450290111205,735,5
8,5444.5554,26150.627207667367,1704,186659.01,6.857125529345237,45.020253031210714,570.9395136,368.15711996332203,498,3120,6.839230197262885,44.859816302720596,3.9531199999999997,0.044835136,3.938,4.262,6.732384149652043,43.91213261,3.54124,0.097464292,3.158,3.825,0.5953952989821978,7.295033814196655,4786.898663999903,8527.469616,3205.1199999991804,63869.97999999952,6.853789596813226,44.99032354861384,5897.9214,9990.565412190503,4184.32,75120,6.854364499044214,44.99544879561216,9832.466999999999,9424.457157434337,8288.31,75120,6.850457891,44.95982549161627,15825.57539999999,28078.313140761078,10065.740000000224,201225.9299999997,6.025556689922311,36.71946340782628,685,5
9,5633.022653061224,27754.72379168963,1622.41,195951.07,6.783859124082757,44.02077544587808,555.8769679300069,489.22059192277055,472.8279999997467,3910.004999999888,6.780532256516129,43.991306061692306,3.9431632653061226,0.045773148,3.913,4.255,6.643688163432364,42.81783794846195,3.5566326530612247,0.12211089459270734,3.297,4.3,4.805269872485764,27.26091667422911,4556.031114795866,8240.850237837025,3045,61020.00200000033,6.767440454008671,43.87226085818411,5522.775102040817,9740.415369676046,5.98,72180,6.739736459,43.64618227514681,9576.118775510204,9193.340371827731,1124.35,72180,6.628425598415001,42.748012333617496,14940.54367346939,29155.84300613091,2847.7700000004843,210209.4100000001,6.364890804974214,39.854010719954886,635,5
10,1660.2992000000002,21.93060640534416,1617.62,1718.56,0.4193251995462266,-0.405472637,498.53899190470065,11.828511303248375,471.8571428572759,526,-0.369607308,0.04744687,3.9213600000000004,0.006564468,3.905,3.935,0.132288719,0.3449388748532516,3.5577600000000005,0.082670618,3.52,3.842,3.0596661615359917,7.457590522262921,3271.1288000000186,88.61360740605767,2982,3446.359,-0.957846924,2.0506917942405716,4257.344800000001,692.9404869113794,3948,9031.56,6.734672946673152,43.92692154799402,8527.7052,186.14904225268495,8324.34,9648.87,4.567232590421164,24.789085627158023,11951.920000000006,8545.647847279848,10029.819999999369,53403.200000000186,4.689496832561779,20.00893483747992,585,5
11,5382.797,26742.415025348182,1550.38,190698.24,6.857138405611967,45.02036831340148,4052.835246904716,25300.771371678467,458,179378.23033333384,6.8571421758777396,45.02040206435476,3.9145,0.048296385126907135,3.883,4.246,6.652497070401656,43.22905737626658,3.5621799999999997,0.081042113,3.315,3.858,2.200834912001023,8.862521323006264,4201.115004000169,7836.28592,2758,58500,6.855640733018825,45.00696454666852,5283.967000000001,9286.299049327663,3717,69629.98,6.855565409879267,45.006227624825435,9758.7132,8647.081772357098,8360.25,69629.98,6.839703508947968,44.86056374994094,15793.59239999995,28599.43341953325,9995.13,204971.66999999995,6.051605736658756,36.992214757183085,535,5
12,1538.0548979591838,24.596221518969212,1500,1584,0.00859917,-1.142484391,448.7960349844945,9.301183795425013,433.7142857145518,466,0.00436793,-1.246487354,3.8952653061224485,0.004424249,3.886,3.904,0.18430900081988766,-0.575786118,3.582897959183673,0.076345772,3.557,3.909,3.680030861257675,11.681301637340512,2869.4021727892195,155.4346257288653,1981.0880000013856,3038.3590000011027,-3.826279367,19.896136936372027,3726.5032653061226,148.83411256871074,2888.29,3896.36,-3.606944476,18.626912231626083,8438.887551020409,89.76815252,8072.29,8806.02,0.2999726115841839,9.618232554566982,10894.098571428603,6179.749453867961,9623.580000000076,53262.86000000127,6.780538494477887,43.99130064765548,485,5
13,5201.407,26562.836829906282,1356,189272.25,6.857116650968714,45.02017358,518.8254002839225,769.6150140019762,370.80000000074506,5849.984999999404,6.849095351848277,44.94850330305257,3.8871,0.051039101,3.86,4.238,6.688208885769201,43.53068602528718,3.6025400000000003,0.08222771,3.335,3.891,1.7537888369066763,7.933826608553451,3677.006196000092,7617.934173473718,2324,56460,6.854463066543848,44.99644166365456,4738.4232,9063.616663559917,3176.22,67529.98,6.851684863620738,44.97123015607455,9593.763799999999,8368.304526321239,8108.22,67529.98,6.8379629186301525,44.84460864262337,15486.415000000003,28454.793659249288,9504.580000000076,203549.3100000005,6.039153114985741,36.86287291607777,435,5
14,1301.8396,33.64640108,1248,1356,0.015863279089892154,-1.235898651,357.2804396905124,9.823959074920449,342,377.985,0.1662725854379457,-1.176472073,3.8625000000000007,0.005544808,3.849,3.871,-0.266648959,-0.975051467,3.64938,0.079187169,3.617,3.924,3.0718744397299056,7.509186323684904,2176.360771428621,121.9793933270438,1834,2366.344000000506,-0.45780612,0.063208356,2967.1319999999996,114.28828,2716,3176.34,-0.027300783,-0.886591844,8061.783600000001,138.99679606878618,7856.19,8568,1.3873299046253866,2.8765594352094626,11129.920600000014,8574.809367665268,9163.62,52804.25,4.691906378322781,20.02419193977561,385,5
15,6714.798857142857,32393.715575423303,1200,192883.04,5.659450662799573,30.02939239777713,5292.742691156587,29305.529944962487,329.3333333339542,173713.0549999997,5.659453067257517,30.029409990667403,3.8615999999999993,0.064606137,3.837,4.232,5.615881351572073,29.71335931668805,3.6547142857142854,0.09673389,3.354,3.931,1.0463342412244965,5.352722620613324,3502.955479591908,8959.417528255153,1617,54990.015,5.658348138603943,30.021350208224874,4565.104857142857,10690.106103874568,2478,66000,5.658963848132925,30.025835560326477,9680.999428571426,9800.950749,7856.19,66000,5.657047864431148,30.01176643833081,17408.720571428537,34546.75215703879,9093.570000000298,207136.73000000045,4.993296835055089,24.610462530840596,335,5
16,1196.7124,23.02257645824008,1164,1236,0.311765524,-0.88830021,327.01173142846676,7.672147180113961,315.9793333336711,349.2030000016093,0.4479926041652656,-0.227122684,3.84068,0.00479983,3.83,3.851,-0.149634729,-0.172700485,3.67206,0.075219518,3.644,3.931,3.085101935928841,7.552878341511304,1882.2094000027757,90.48925917842499,1610,2042.350999999792,-0.427382392,0.6922525798859707,2626.1680000000006,82.28581671620607,2464,2780.35,0.32647229510353465,-0.564120688,7949.006600000001,140.59574504564054,7748.34,8428,2.0133100624078115,3.6750225226388746,10912.426000000083,8575.966917,8958.320000000298,52580.770000001416,4.691807092,20.023460607308472,285,5
17,1136.688918918919,17.822750097025455,1092,1164,-0.288314878,-0.063426195,309.82911984199325,5.424840329833967,299.8441558,326.4065,0.6626063556168281,0.9815540452257769,3.82927027,0.004187605,3.82,3.837,-0.487255187,-0.185588288,3.6906756756756764,0.084976812,3.654,3.937,2.5097089662066394,4.332945878568915,1707.741297,91.00503051,1417.5,1818.5987142845988,-1.655068361,2.6100598425343984,2430.76027,68.34397386612675,2254,2528.38,-0.71927131,0.2870044995785461,7885.7618918918915,171.9827158117581,7712.31,8449,2.289660168651074,4.291443874514574,11392.081081081118,9964.233511331011,8875.560000000522,52529.93999999948,3.942042316423623,13.546115486153383,248,5
18,1098.4178048780489,24.579193488822522,1056,1140,-0.135463198,-1.182590409,299.27138607285013,6.996245990258993,286.4285714291036,315.1976666674018,0.17495184677511413,-0.745083551,3.8189999999999995,0.00671193,3.803,3.829,-0.430921623,-0.767250225,3.6904146341463413,0.071296555,3.633,3.949,3.1920560188839193,8.441180692,1646.4240574911237,167.43489852105668,1207.5,2478.0479999985546,2.5316149665034358,13.961253642192101,2356.5046341463417,229.9699544842495,2016,3680.45,4.704098939857578,25.30305198576803,7947.800731707316,760.2625421635287,7640.22,12536.45,5.559118212939747,31.02191859,11179.119512195099,9484.945729,8737.88,52509.37999999896,4.147063353636643,15.311245222258634,185,5
19,1052.4968,21.26885088862229,1020,1092,0.1948577443761214,-0.740430886,283.68480955064297,6.2472137270416965,273.2142857145518,296,0.20164824163252082,-0.797262715,3.8100400000000003,0.004780744,3.795,3.82,-0.113276691,1.2626191126150204,3.70102,0.073279028,3.673,3.953,3.0880420744476313,7.566251612340944,1510.535619999575,110.80484047108979,1120,1643.6785714291036,-1.940287729,4.023334542955675,2183.5951999999997,90.74987273,1904,2312.34,-0.870223013,0.9289856406190009,7731.2442,182.0954470072644,7532.31,8392.98,2.5771788636865955,6.162959255549914,10549.195599999888,8621.125867,8606.879999998957,52369.550000000745,4.691470494687457,20.021193629354773,135,5
20,5260.605600000001,27067.477268876675,972,191492.09,6.717151520622288,43.67105272207817,1996.1930935322205,12260.348242098149,246.00050000287592,86956.05900000036,6.857139620087642,45.02037918417044,3.8031400000000004,0.059394224,3.776,4.212,6.715760297303109,43.76549919171055,3.7031,0.081083794,3.367,3.961,0.4144614676031357,9.033389667346068,2394.5154142858255,7137.061895616871,959.063,51840.004000000656,6.852048085258935,44.97453798316517,3254.3574000000003,8624.404053088529,1715.06,63000,6.850622580110485,44.96124780642684,8904.102400000002,7846.931928643808,7496.31,63000,6.753694493275475,44.03899589395988,14492.968399999978,28921.630544063686,8529,205767.66999999995,6.047693118880776,36.96262462205944,85,5
21,936.9800000000001,19.638090432456345,912,972,0.25054478891944393,-1.168443641,239.46469493810767,8.302499205,216.4812000002712,253.5,-0.114537409,-0.441787833,3.778224489795918,0.00521722,3.764,3.787,-0.019485936,-0.323898208,3.725204081632653,0.072551987,3.698,3.974,3.047412853859952,7.320645644832023,1225.7104081631583,113.83451995980958,812,1335.8129999991506,-2.289699358,5.066879961699623,1835.8020408163266,90.17893822791973,1540,1952.34,-1.360233546,2.4600230175463356,7626.412857142856,213.26801718534028,7424.31,8414.01,2.6342926921601397,6.075637948281871,10362.582857142872,8724.041625658256,8369,52276.81999999844,4.636943664848589,19.51601472789753,35,5
22,20353.676,115178.05715603949,851.94,682287.6,5.6594531359713285,30.029410493472362,443.25358707495036,1332.3186892603017,190.02083333395424,8100,5.659090182800319,30.02675697246042,3.7788571428571425,0.074670706,3.751,4.207,5.617583742076336,29.725742760999523,3.722885714285715,0.10951222640003463,3.264,3.985,-1.075002083,8.981197320372342,2514.430281632713,8348.687786,679,50489.98000000045,5.657656901460944,30.016326441566825,18966.411428571428,102230.86127601776,1365,606491.96,5.659446762922156,30.02936387087469,24656.98685714286,101241.00854509215,7316.31,606491.96,5.659389697438058,30.028945921647747,30183.96599999999,113960.33346116377,8224.88,682438.25,5.588848927012801,29.492376253272134,0,5
0,13171.738297872342,62151.745578659065,2196,425621.48,6.4298430451903394,40.089289213065115,4600.6829883019545,25161.177420988868,828,173423.625,6.634486515423493,42.01826142727766,4.052276595744679,0.10261000504816867,3.65,4.282,-1.427827911,7.0163801697127735,3.381787234042553,0.11403831091009121,3.119,3.9,2.1376804993827676,8.476036556628525,9717.832701309326,31555.335964374026,1982.3680000000168,221423.477,6.632508296167967,42.00135584,17354.613404255317,63673.55049711517,2962.37,432817.94,6.161859054568004,37.351872819896805,20327.822978723405,63146.537589911946,6029.98,432817.94,6.177900873502416,37.52551140379824,24800.843617021274,67408.28489,8614.340000000084,465309.32,6.1688971121042995,37.562056314623824,1054,6
1,6247.561000000001,28947.84093082481,2112.31,206845.79,6.85713492,45.020337104327645,4869.725368332664,28828.143296048587,762,204638.51333333345,6.857137166788967,45.02035722084868,4.02062,0.038966176,4.004,4.272,5.5495167327967385,33.106719710494595,3.40826,0.08181757,3.178,3.742,2.5729558252780897,10.149865781747147,6383.18506,10136.07004,4820.375,76619.99599999981,6.856359063465681,45.013386631143625,7576.9850000000015,11730.382741681877,5768.38,88862.05,6.856526323807293,45.01488541022831,10887.4426,11252.792261585351,9141.94,88862.05,6.8562471837586525,45.01237652,17390.697,30659.103126960188,11271.560000000056,221401.11999999988,6.141292960415026,37.920029214450054,1004,6
2,6114.3258,28518.033467023528,2040,203734.15,6.857135772449381,45.02034474,774.4565106666507,274.16834489742723,710.3999999999069,2669.984000000172,6.808085239472372,44.58147520853754,4.00608,0.038442557,3.995,4.271,6.740754919998422,43.968051800520804,3.4366200000000005,0.073064939,3.261,3.762,2.9165773543653053,10.460999221656367,6111.801455999983,9876.590449748892,4586.313000000082,74549.98300000001,6.8561738599780835,45.01172340186187,7296.2524,11467.61968731062,5552.25,86760,6.856388064170224,45.01364260681141,10730.0186,10972.176159039182,9065.06,86760,6.856209835251116,45.01203017363305,17145.1922,30259.50922,11124.470000000205,218284.85999999987,6.125219101219952,37.75371279601808,954,6
3,2014.8513999999998,22.218340466876484,1979.62,2053.6,0.029179279822929803,-1.160633569,686.5164199999736,15.869272655533251,663.2000000001863,717.6019999999553,0.30744642317437604,-1.191108757,3.9922199999999997,0.003871877,3.988,4.005,0.9992993909790655,1.3201335724859655,3.4673800000000004,0.080405323,3.433,3.78,3.195506704785638,8.613426492544827,4482.377747,72.37452365178756,4364.375,4609.150999999605,0.10858272559236075,-1.216302661,5431.6552,72.16729855392555,5300.38,5552.36,0.046777115,-1.075774834,9073.341,72.28258373,8961.62,9248.45,0.5110477530465155,-0.563128392,12833.455,8559.393044528555,10971.970000000205,54350.25,4.694000869988603,20.036548563882942,904,6
4,5945.311000000001,28196.025833492644,1918.75,201333.73,6.857135017992582,45.02033798270668,686.7674666666799,290.92272505351116,624,2700,6.827919427617347,44.75837725,3.9891199999999998,0.040571751,3.977,4.269,6.761605699140759,44.16101445,3.47716,0.069116689,3.291,3.784,2.718174151964105,10.450486253797537,5653.684136666654,9587.838870905967,4162.588000000455,72089.98400000017,6.855844709822009,45.00876083989724,6821.163600000001,11178.904915123963,5084.19,84282.98,6.856027226510533,45.010396974341454,10532.4804,10643.663163838322,8894.09,84282.98,6.855314549,45.00395998530472,16827.6888,29973.018824389055,10827.540000000035,215884.33999999985,6.111574618,37.61258236654245,854,6
5,1886.3403999999998,19.086171076655134,1841.5,1918,-0.218748054,-0.949547259,602.0041899999974,11.391463633943602,572,622,-0.32983837,-0.658720538,3.9735199999999997,0.003388094,3.965,3.984,0.42590298929718934,1.2999197875368083,3.5036400000000003,0.07336038,3.474,3.79,3.2286629674617866,8.838747828421058,4050.967315999959,66.37803796845425,3934.3439999995753,4162.751000000164,0.022227075463320946,-1.219863977,4981.295000000001,66.54887935854029,4868.34,5084.38,0.056336235,-1.190201666,8906.1702,43.64588352798889,8816.84,9071.06,0.7946374144666408,2.655295758496175,12537.262400000007,8569.881444,10697.72000000067,54177.81000000052,4.694638940681083,20.040554458684113,804,6
